study_name,comments,part_id,language,item,known
CogMisp24,NA,P37,fr,pied,1
CogMisp24,NA,P37,fr,girafe,1
CogMisp24,NA,P37,fr,singe,1
CogMisp24,NA,P37,fr,bouche,1
CogMisp24,NA,P37,fr,pizza,1
CogMisp24,NA,P37,fr,table,1
CogMisp24,NA,P37,fr,fenetre,1
CogMisp24,NA,P43,en,banana,1
CogMisp24,NA,P43,en,bowl,1
CogMisp24,NA,P43,en,butterfly,1
CogMisp24,NA,P43,en,chocolate,1
CogMisp24,NA,P43,en,cookie,1
CogMisp24,NA,P43,en,foot,1
CogMisp24,NA,P43,en,giraffe,1
CogMisp24,NA,P43,en,monkey,1
CogMisp24,NA,P43,en,mouth,1
CogMisp24,NA,P43,en,pizza,1
CogMisp24,NA,P43,en,table,1
CogMisp24,NA,P43,en,window,1
CogMisp24,NA,P43,fr,banane,1
CogMisp24,NA,P43,fr,bol,1
CogMisp24,NA,P43,fr,papillon,1
CogMisp24,NA,P43,fr,chocolat,1
CogMisp24,NA,P43,fr,biscuit,0
CogMisp24,NA,P43,fr,pied,0
CogMisp24,NA,P43,fr,girafe,1
CogMisp24,NA,P43,fr,singe,1
CogMisp24,NA,P43,fr,bouche,1
CogMisp24,NA,P43,fr,pizza,1
CogMisp24,NA,P43,fr,table,1
CogMisp24,NA,P43,fr,fenetre,0
CogMisp24,NA,P52,en,banana,1
CogMisp24,NA,P52,en,bowl,1
CogMisp24,NA,P52,en,butterfly,1
CogMisp24,NA,P52,en,chocolate,1
CogMisp24,NA,P52,en,cookie,1
CogMisp24,NA,P52,en,foot,1
CogMisp24,NA,P52,en,giraffe,1
CogMisp24,NA,P52,en,monkey,1
CogMisp24,NA,P52,en,mouth,1
CogMisp24,NA,P52,en,pizza,1
CogMisp24,NA,P52,en,table,1
CogMisp24,NA,P52,en,window,1
CogMisp24,NA,P52,fr,banane,1
CogMisp24,NA,P52,fr,bol,0
CogMisp24,NA,P52,fr,papillon,1
CogMisp24,NA,P52,fr,chocolat,1
CogMisp24,NA,P52,fr,biscuit,0
CogMisp24,NA,P52,fr,pied,0
CogMisp24,NA,P52,fr,girafe,1
CogMisp24,NA,P52,fr,singe,0
CogMisp24,NA,P52,fr,bouche,1
CogMisp24,NA,P52,fr,pizza,1
CogMisp24,NA,P52,fr,table,0
CogMisp24,NA,P52,fr,fenetre,0
CogMisp24,NA,P19,en,banana,1
CogMisp24,NA,P19,en,bowl,1
CogMisp24,NA,P19,en,butterfly,1
CogMisp24,NA,P19,en,chocolate,1
CogMisp24,NA,P19,en,cookie,1
CogMisp24,NA,P19,en,foot,1
CogMisp24,NA,P19,en,giraffe,1
CogMisp24,NA,P19,en,monkey,1
CogMisp24,NA,P19,en,mouth,1
CogMisp24,NA,P19,en,pizza,1
CogMisp24,NA,P19,en,table,1
CogMisp24,NA,P19,en,window,1
CogMisp24,NA,P19,fr,banane,1
CogMisp24,NA,P19,fr,bol,1
CogMisp24,NA,P19,fr,papillon,1
CogMisp24,NA,P19,fr,chocolat,1
CogMisp24,NA,P19,fr,biscuit,1
CogMisp24,NA,P19,fr,pied,1
CogMisp24,NA,P19,fr,girafe,1
CogMisp24,NA,P19,fr,singe,1
CogMisp24,NA,P19,fr,bouche,1
CogMisp24,NA,P19,fr,pizza,1
CogMisp24,NA,P19,fr,table,1
CogMisp24,NA,P19,fr,fenetre,1
CogMisp24,NA,P62,en,banana,1
CogMisp24,NA,P62,en,bowl,0
CogMisp24,NA,P62,en,butterfly,1
CogMisp24,NA,P62,en,chocolate,1
CogMisp24,NA,P62,en,cookie,1
CogMisp24,NA,P62,en,foot,1
CogMisp24,NA,P62,en,giraffe,1
CogMisp24,NA,P62,en,monkey,1
CogMisp24,NA,P62,en,mouth,1
CogMisp24,NA,P62,en,pizza,1
CogMisp24,NA,P62,en,table,1
CogMisp24,NA,P62,en,window,1
CogMisp24,NA,P62,fr,banane,1
CogMisp24,NA,P62,fr,bol,0
CogMisp24,NA,P62,fr,papillon,1
CogMisp24,NA,P62,fr,chocolat,1
CogMisp24,NA,P62,fr,biscuit,1
CogMisp24,NA,P62,fr,pied,1
CogMisp24,NA,P62,fr,girafe,1
CogMisp24,NA,P62,fr,singe,1
CogMisp24,NA,P62,fr,bouche,1
CogMisp24,NA,P62,fr,pizza,1
CogMisp24,NA,P62,fr,table,1
CogMisp24,NA,P62,fr,fenetre,1
CogMisp24,NA,P21,en,banana,1
CogMisp24,NA,P21,en,bowl,1
CogMisp24,NA,P21,en,butterfly,1
CogMisp24,NA,P21,en,chocolate,1
CogMisp24,NA,P21,en,cookie,1
CogMisp24,NA,P21,en,foot,1
CogMisp24,NA,P21,en,giraffe,1
CogMisp24,NA,P21,en,monkey,1
CogMisp24,NA,P21,en,mouth,1
CogMisp24,NA,P21,en,pizza,1
CogMisp24,NA,P21,en,table,1
CogMisp24,NA,P21,en,window,1
CogMisp24,NA,P21,fr,banane,0
CogMisp24,NA,P21,fr,bol,0
CogMisp24,NA,P21,fr,papillon,0
CogMisp24,NA,P21,fr,chocolat,0
CogMisp24,NA,P21,fr,biscuit,0
CogMisp24,NA,P21,fr,pied,0
CogMisp24,NA,P21,fr,girafe,0
CogMisp24,NA,P21,fr,singe,0
CogMisp24,NA,P21,fr,bouche,0
CogMisp24,NA,P21,fr,pizza,0
CogMisp24,NA,P21,fr,table,0
CogMisp24,NA,P21,fr,fenetre,0
CogMisp24,NA,P64,en,banana,1
CogMisp24,NA,P64,en,bowl,1
CogMisp24,NA,P64,en,butterfly,0
CogMisp24,NA,P64,en,chocolate,1
CogMisp24,NA,P64,en,cookie,1
CogMisp24,NA,P64,en,foot,1
CogMisp24,NA,P64,en,giraffe,1
CogMisp24,NA,P64,en,monkey,1
CogMisp24,NA,P64,en,mouth,1
CogMisp24,NA,P64,en,pizza,1
CogMisp24,NA,P64,en,table,1
CogMisp24,NA,P64,en,window,1
CogMisp24,NA,P64,fr,banane,1
CogMisp24,NA,P64,fr,bol,1
CogMisp24,NA,P64,fr,papillon,0
CogMisp24,NA,P64,fr,chocolat,0
CogMisp24,NA,P64,fr,biscuit,0
CogMisp24,NA,P64,fr,pied,1
CogMisp24,NA,P64,fr,girafe,1
CogMisp24,NA,P64,fr,singe,0
CogMisp24,NA,P64,fr,bouche,1
CogMisp24,NA,P64,fr,pizza,1
CogMisp24,NA,P64,fr,table,1
CogMisp24,NA,P64,fr,fenetre,0
CogMisp24,NA,P39,en,banana,1
CogMisp24,NA,P39,en,bowl,0
CogMisp24,NA,P39,en,butterfly,0
CogMisp24,NA,P39,en,chocolate,0
CogMisp24,NA,P39,en,cookie,1
CogMisp24,NA,P39,en,foot,1
CogMisp24,NA,P39,en,giraffe,0
CogMisp24,NA,P39,en,monkey,0
CogMisp24,NA,P39,en,mouth,1
CogMisp24,NA,P39,en,pizza,1
CogMisp24,NA,P39,en,table,1
CogMisp24,NA,P39,en,window,1
CogMisp24,NA,P39,fr,banane,1
CogMisp24,NA,P39,fr,bol,0
CogMisp24,NA,P39,fr,papillon,0
CogMisp24,NA,P39,fr,chocolat,0
CogMisp24,NA,P39,fr,biscuit,1
CogMisp24,NA,P39,fr,pied,1
CogMisp24,NA,P39,fr,girafe,0
CogMisp24,NA,P39,fr,singe,0
CogMisp24,NA,P39,fr,bouche,1
CogMisp24,NA,P39,fr,pizza,1
CogMisp24,NA,P39,fr,table,1
CogMisp24,NA,P39,fr,fenetre,1
CogMisp24,NA,P31,en,banana,1
CogMisp24,NA,P31,en,bowl,1
CogMisp24,NA,P31,en,butterfly,1
CogMisp24,NA,P31,en,chocolate,1
CogMisp24,NA,P31,en,cookie,1
CogMisp24,NA,P31,en,foot,1
CogMisp24,NA,P31,en,giraffe,1
CogMisp24,NA,P31,en,monkey,1
CogMisp24,NA,P31,en,mouth,1
CogMisp24,NA,P31,en,pizza,1
CogMisp24,NA,P31,en,table,1
CogMisp24,NA,P31,en,window,1
CogMisp24,NA,P31,fr,banane,1
CogMisp24,NA,P31,fr,bol,1
CogMisp24,NA,P31,fr,papillon,0
CogMisp24,NA,P31,fr,chocolat,1
CogMisp24,NA,P31,fr,biscuit,1
CogMisp24,NA,P31,fr,pied,0
CogMisp24,NA,P31,fr,girafe,0
CogMisp24,NA,P31,fr,singe,0
CogMisp24,NA,P31,fr,bouche,1
CogMisp24,NA,P31,fr,pizza,1
CogMisp24,NA,P31,fr,table,1
CogMisp24,NA,P31,fr,fenetre,1
CogMisp24,NA,P24,en,banana,1
CogMisp24,NA,P24,en,bowl,1
CogMisp24,NA,P24,en,butterfly,1
CogMisp24,NA,P24,en,chocolate,1
CogMisp24,NA,P24,en,cookie,1
CogMisp24,NA,P24,en,foot,1
CogMisp24,NA,P24,en,giraffe,1
CogMisp24,NA,P24,en,monkey,1
CogMisp24,NA,P24,en,mouth,1
CogMisp24,NA,P24,en,pizza,1
CogMisp24,NA,P24,en,table,1
CogMisp24,NA,P24,en,window,1
CogMisp24,NA,P24,fr,banane,1
CogMisp24,NA,P24,fr,bol,0
CogMisp24,NA,P24,fr,papillon,0
CogMisp24,NA,P24,fr,chocolat,0
CogMisp24,NA,P24,fr,biscuit,1
CogMisp24,NA,P24,fr,pied,0
CogMisp24,NA,P24,fr,girafe,0
CogMisp24,NA,P24,fr,singe,0
CogMisp24,NA,P24,fr,bouche,0
CogMisp24,NA,P24,fr,pizza,0
CogMisp24,NA,P24,fr,table,0
CogMisp24,NA,P24,fr,fenetre,0
CogMisp24,NA,P66,en,banana,1
CogMisp24,NA,P66,en,bowl,1
CogMisp24,NA,P66,en,butterfly,1
CogMisp24,NA,P66,en,chocolate,1
CogMisp24,NA,P66,en,cookie,1
CogMisp24,NA,P66,en,foot,1
CogMisp24,NA,P66,en,giraffe,1
CogMisp24,NA,P66,en,monkey,1
CogMisp24,NA,P66,en,mouth,1
CogMisp24,NA,P66,en,pizza,1
CogMisp24,NA,P66,en,table,1
CogMisp24,NA,P66,en,window,0
CogMisp24,NA,P66,fr,banane,1
CogMisp24,NA,P66,fr,bol,1
CogMisp24,NA,P66,fr,papillon,1
CogMisp24,NA,P66,fr,chocolat,1
CogMisp24,NA,P66,fr,biscuit,1
CogMisp24,NA,P66,fr,pied,1
CogMisp24,NA,P66,fr,girafe,1
CogMisp24,NA,P66,fr,singe,1
CogMisp24,NA,P66,fr,bouche,1
CogMisp24,NA,P66,fr,pizza,1
CogMisp24,NA,P66,fr,table,1
CogMisp24,NA,P66,fr,fenetre,1
CogMisp24,NA,P18,en,banana,1
CogMisp24,NA,P18,en,bowl,1
CogMisp24,NA,P18,en,butterfly,1
CogMisp24,NA,P18,en,chocolate,1
CogMisp24,NA,P18,en,cookie,1
CogMisp24,NA,P18,en,foot,1
CogMisp24,NA,P18,en,giraffe,1
CogMisp24,NA,P18,en,monkey,1
CogMisp24,NA,P18,en,mouth,1
CogMisp24,NA,P18,en,pizza,1
CogMisp24,NA,P18,en,table,1
CogMisp24,NA,P18,en,window,1
CogMisp24,NA,P18,fr,banane,1
CogMisp24,NA,P18,fr,bol,1
CogMisp24,NA,P18,fr,papillon,1
CogMisp24,NA,P18,fr,chocolat,1
CogMisp24,NA,P18,fr,biscuit,1
CogMisp24,NA,P18,fr,pied,1
CogMisp24,NA,P18,fr,girafe,1
CogMisp24,NA,P18,fr,singe,0
CogMisp24,NA,P18,fr,bouche,1
CogMisp24,NA,P18,fr,pizza,1
CogMisp24,NA,P18,fr,table,1
CogMisp24,NA,P18,fr,fenetre,0
CogMisp24,NA,P49,en,banana,1
CogMisp24,NA,P49,en,bowl,1
CogMisp24,NA,P49,en,butterfly,1
CogMisp24,NA,P49,en,chocolate,1
CogMisp24,NA,P49,en,cookie,1
CogMisp24,NA,P49,en,foot,1
CogMisp24,NA,P49,en,giraffe,1
CogMisp24,NA,P49,en,monkey,1
CogMisp24,NA,P49,en,mouth,1
CogMisp24,NA,P49,en,pizza,1
CogMisp24,NA,P49,en,table,1
CogMisp24,NA,P49,en,window,1
CogMisp24,NA,P49,fr,banane,1
CogMisp24,NA,P49,fr,bol,0
CogMisp24,NA,P49,fr,papillon,0
CogMisp24,NA,P49,fr,chocolat,1
CogMisp24,NA,P49,fr,biscuit,0
CogMisp24,NA,P49,fr,pied,1
CogMisp24,NA,P49,fr,girafe,1
CogMisp24,NA,P49,fr,singe,0
CogMisp24,NA,P49,fr,bouche,1
CogMisp24,NA,P49,fr,pizza,1
CogMisp24,NA,P49,fr,table,1
CogMisp24,NA,P49,fr,fenetre,0
CogMisp24,NA,P54,en,banana,1
CogMisp24,NA,P54,en,bowl,1
CogMisp24,NA,P54,en,butterfly,1
CogMisp24,NA,P54,en,chocolate,0
CogMisp24,NA,P54,en,cookie,0
CogMisp24,NA,P54,en,foot,1
CogMisp24,NA,P54,en,giraffe,0
CogMisp24,NA,P54,en,monkey,0
CogMisp24,NA,P54,en,mouth,1
CogMisp24,NA,P54,en,pizza,1
CogMisp24,NA,P54,en,table,0
CogMisp24,NA,P54,en,window,0
CogMisp24,NA,P54,fr,banane,1
CogMisp24,NA,P54,fr,bol,1
CogMisp24,NA,P54,fr,papillon,1
CogMisp24,NA,P54,fr,chocolat,1
CogMisp24,NA,P54,fr,biscuit,1
CogMisp24,NA,P54,fr,pied,1
CogMisp24,NA,P54,fr,girafe,1
CogMisp24,NA,P54,fr,singe,1
CogMisp24,NA,P54,fr,bouche,1
CogMisp24,NA,P54,fr,pizza,1
CogMisp24,NA,P54,fr,table,1
CogMisp24,NA,P54,fr,fenetre,1
CogMisp24,NA,P14,en,banana,1
CogMisp24,NA,P14,en,bowl,1
CogMisp24,NA,P14,en,butterfly,0
CogMisp24,NA,P14,en,chocolate,1
CogMisp24,NA,P14,en,cookie,1
CogMisp24,NA,P14,en,foot,1
CogMisp24,NA,P14,en,giraffe,1
CogMisp24,NA,P14,en,monkey,1
CogMisp24,NA,P14,en,mouth,1
CogMisp24,NA,P14,en,pizza,1
CogMisp24,NA,P14,en,table,1
CogMisp24,NA,P14,en,window,1
CogMisp24,NA,P14,fr,banane,1
CogMisp24,NA,P14,fr,bol,1
CogMisp24,NA,P14,fr,papillon,1
CogMisp24,NA,P14,fr,chocolat,1
CogMisp24,NA,P14,fr,biscuit,1
CogMisp24,NA,P14,fr,pied,1
CogMisp24,NA,P14,fr,girafe,1
CogMisp24,NA,P14,fr,singe,1
CogMisp24,NA,P14,fr,bouche,1
CogMisp24,NA,P14,fr,pizza,1
CogMisp24,NA,P14,fr,table,1
CogMisp24,NA,P14,fr,fenetre,1
CogMisp24,NA,P65,en,banana,1
CogMisp24,NA,P65,en,bowl,1
CogMisp24,NA,P65,en,butterfly,0
CogMisp24,NA,P65,en,chocolate,1
CogMisp24,NA,P65,en,cookie,1
CogMisp24,NA,P65,en,foot,1
CogMisp24,NA,P65,en,giraffe,1
CogMisp24,NA,P65,en,monkey,1
CogMisp24,NA,P65,en,mouth,1
CogMisp24,NA,P65,en,pizza,1
CogMisp24,NA,P65,en,table,1
CogMisp24,NA,P65,en,window,1
CogMisp24,NA,P65,fr,banane,1
CogMisp24,NA,P65,fr,bol,1
CogMisp24,NA,P65,fr,papillon,0
CogMisp24,NA,P65,fr,chocolat,1
CogMisp24,NA,P65,fr,biscuit,1
CogMisp24,NA,P65,fr,pied,1
CogMisp24,NA,P65,fr,girafe,0
CogMisp24,NA,P65,fr,singe,0
CogMisp24,NA,P65,fr,bouche,1
CogMisp24,NA,P65,fr,pizza,1
CogMisp24,NA,P65,fr,table,1
CogMisp24,NA,P65,fr,fenetre,1
CogMisp24,NA,P16,en,banana,1
CogMisp24,NA,P16,en,bowl,1
CogMisp24,NA,P16,en,butterfly,1
CogMisp24,NA,P16,en,chocolate,1
CogMisp24,NA,P16,en,cookie,1
CogMisp24,NA,P16,en,foot,1
CogMisp24,NA,P16,en,giraffe,1
CogMisp24,NA,P16,en,monkey,1
CogMisp24,NA,P16,en,mouth,1
CogMisp24,NA,P16,en,pizza,1
CogMisp24,NA,P16,en,table,1
CogMisp24,NA,P16,en,window,1
CogMisp24,NA,P16,fr,banane,1
CogMisp24,NA,P16,fr,bol,1
CogMisp24,NA,P16,fr,papillon,0
CogMisp24,NA,P16,fr,chocolat,1
CogMisp24,NA,P16,fr,biscuit,0
CogMisp24,NA,P16,fr,pied,0
CogMisp24,NA,P16,fr,girafe,1
CogMisp24,NA,P16,fr,singe,0
CogMisp24,NA,P16,fr,bouche,0
CogMisp24,NA,P16,fr,pizza,1
CogMisp24,NA,P16,fr,table,0
CogMisp24,NA,P16,fr,fenetre,0
CogMisp24,NA,P51,en,banana,1
CogMisp24,NA,P51,en,bowl,1
CogMisp24,NA,P51,en,butterfly,1
CogMisp24,NA,P51,en,chocolate,1
CogMisp24,NA,P51,en,cookie,1
CogMisp24,NA,P51,en,foot,1
CogMisp24,NA,P51,en,giraffe,1
CogMisp24,NA,P51,en,monkey,1
CogMisp24,NA,P51,en,mouth,1
CogMisp24,NA,P51,en,pizza,1
CogMisp24,NA,P51,en,table,1
CogMisp24,NA,P51,en,window,1
CogMisp24,NA,P51,fr,banane,0
CogMisp24,NA,P51,fr,bol,0
CogMisp24,NA,P51,fr,papillon,0
CogMisp24,NA,P51,fr,chocolat,0
CogMisp24,NA,P51,fr,biscuit,0
CogMisp24,NA,P51,fr,pied,0
CogMisp24,NA,P51,fr,girafe,0
CogMisp24,NA,P51,fr,singe,0
CogMisp24,NA,P51,fr,bouche,0
CogMisp24,NA,P51,fr,pizza,0
CogMisp24,NA,P51,fr,table,0
CogMisp24,NA,P51,fr,fenetre,0
CogMisp24,NA,P29,en,banana,1
CogMisp24,NA,P29,en,bowl,1
CogMisp24,NA,P29,en,butterfly,0
CogMisp24,NA,P29,en,chocolate,0
CogMisp24,NA,P29,en,cookie,1
CogMisp24,NA,P29,en,foot,1
CogMisp24,NA,P29,en,giraffe,0
CogMisp24,NA,P29,en,monkey,0
CogMisp24,NA,P29,en,mouth,1
CogMisp24,NA,P29,en,pizza,0
CogMisp24,NA,P29,en,table,1
CogMisp24,NA,P29,en,window,1
CogMisp24,NA,P29,fr,banane,0
CogMisp24,NA,P29,fr,bol,0
CogMisp24,NA,P29,fr,papillon,0
CogMisp24,NA,P29,fr,chocolat,0
CogMisp24,NA,P29,fr,biscuit,0
CogMisp24,NA,P29,fr,pied,0
CogMisp24,NA,P29,fr,girafe,0
CogMisp24,NA,P29,fr,singe,0
CogMisp24,NA,P29,fr,bouche,0
CogMisp24,NA,P29,fr,pizza,0
CogMisp24,NA,P29,fr,table,0
CogMisp24,NA,P29,fr,fenetre,0
CogMisp24,NA,P57,en,banana,1
CogMisp24,NA,P57,en,bowl,1
CogMisp24,NA,P57,en,butterfly,1
CogMisp24,NA,P57,en,chocolate,1
CogMisp24,NA,P57,en,cookie,1
CogMisp24,NA,P57,en,foot,1
CogMisp24,NA,P57,en,giraffe,1
CogMisp24,NA,P57,en,monkey,1
CogMisp24,NA,P57,en,mouth,1
CogMisp24,NA,P57,en,pizza,1
CogMisp24,NA,P57,en,table,1
CogMisp24,NA,P57,en,window,1
CogMisp24,NA,P57,fr,banane,1
CogMisp24,NA,P57,fr,bol,0
CogMisp24,NA,P57,fr,papillon,0
CogMisp24,NA,P57,fr,chocolat,1
CogMisp24,NA,P57,fr,biscuit,0
CogMisp24,NA,P57,fr,pied,0
CogMisp24,NA,P57,fr,girafe,1
CogMisp24,NA,P57,fr,singe,0
CogMisp24,NA,P57,fr,bouche,0
CogMisp24,NA,P57,fr,pizza,1
CogMisp24,NA,P57,fr,table,0
CogMisp24,NA,P57,fr,fenetre,0
CogMisp24,NA,P73,en,banana,1
CogMisp24,NA,P73,en,bowl,1
CogMisp24,NA,P73,en,butterfly,1
CogMisp24,NA,P73,en,chocolate,1
CogMisp24,NA,P73,en,cookie,1
CogMisp24,NA,P73,en,foot,1
CogMisp24,NA,P73,en,giraffe,1
CogMisp24,NA,P73,en,monkey,1
CogMisp24,NA,P73,en,mouth,1
CogMisp24,NA,P73,en,pizza,1
CogMisp24,NA,P73,en,table,1
CogMisp24,NA,P73,en,window,0
CogMisp24,NA,P73,fr,banane,0
CogMisp24,NA,P73,fr,bol,0
CogMisp24,NA,P73,fr,papillon,0
CogMisp24,NA,P73,fr,chocolat,0
CogMisp24,NA,P73,fr,biscuit,0
CogMisp24,NA,P73,fr,pied,0
CogMisp24,NA,P73,fr,girafe,0
CogMisp24,NA,P73,fr,singe,0
CogMisp24,NA,P73,fr,bouche,0
CogMisp24,NA,P73,fr,pizza,0
CogMisp24,NA,P73,fr,table,0
CogMisp24,NA,P73,fr,fenetre,0
CogMisp24,NA,P38,en,banana,1
CogMisp24,NA,P38,en,bowl,1
CogMisp24,NA,P38,en,butterfly,1
CogMisp24,NA,P38,en,chocolate,1
CogMisp24,NA,P38,en,cookie,1
CogMisp24,NA,P38,en,foot,1
CogMisp24,NA,P38,en,giraffe,1
CogMisp24,NA,P38,en,monkey,1
CogMisp24,NA,P38,en,mouth,1
CogMisp24,NA,P38,en,pizza,1
CogMisp24,NA,P38,en,table,1
CogMisp24,NA,P38,en,window,1
CogMisp24,NA,P38,fr,banane,0
CogMisp24,NA,P38,fr,bol,0
CogMisp24,NA,P38,fr,papillon,0
CogMisp24,NA,P38,fr,chocolat,0
CogMisp24,NA,P38,fr,biscuit,0
CogMisp24,NA,P38,fr,pied,0
CogMisp24,NA,P38,fr,girafe,0
CogMisp24,NA,P38,fr,singe,0
CogMisp24,NA,P38,fr,bouche,0
CogMisp24,NA,P38,fr,pizza,0
CogMisp24,NA,P38,fr,table,0
CogMisp24,NA,P38,fr,fenetre,0
